fpr,tpr,threshold
0.48490077653149266,0.5652173913043478,0.57693416
0.48490077653149266,0.572463768115942,0.5768563
0.48748921484037966,0.572463768115942,0.57668877
0.48748921484037966,0.5797101449275363,0.57658404
0.4969801553062985,0.5797101449275363,0.57541937
0.4969801553062985,0.5869565217391305,0.5752927
0.5194132873166523,0.5869565217391305,0.5733543
0.5194132873166523,0.5942028985507246,0.57318884
0.5271786022433133,0.5942028985507246,0.5720434
0.5271786022433133,0.6014492753623188,0.57203937
0.5323554788610871,0.6014492753623188,0.5711414
0.5323554788610871,0.6086956521739131,0.5711178
0.5375323554788611,0.6086956521739131,0.5703228
0.5375323554788611,0.6159420289855072,0.5701862
0.542709232096635,0.6159420289855072,0.56937546
0.542709232096635,0.6231884057971014,0.56928414
0.5668679896462467,0.6231884057971014,0.5671122
0.5668679896462467,0.6304347826086957,0.56696415
0.5763589301121657,0.6304347826086957,0.5657816
0.5763589301121657,0.6376811594202898,0.5657665
0.5789473684210527,0.6376811594202898,0.5654785
0.5789473684210527,0.644927536231884,0.56541526
0.5893011216566005,0.644927536231884,0.5642707
0.5893011216566005,0.6521739130434783,0.56424004
0.5910267471958585,0.6521739130434783,0.56415826
0.5910267471958585,0.6594202898550725,0.5641547
0.6031061259706644,0.6594202898550725,0.5628614
0.6031061259706644,0.6666666666666666,0.56279135
0.6039689387402933,0.6666666666666666,0.5627119
0.6039689387402933,0.6739130434782609,0.5627019
0.6108714408973253,0.6739130434782609,0.5620877
0.6108714408973253,0.6884057971014492,0.561968
0.6134598792062123,0.6884057971014492,0.5615609
0.6134598792062123,0.7028985507246377,0.5614511
0.6160483175150993,0.7028985507246377,0.560721
0.6160483175150993,0.7101449275362319,0.56063247
0.6212251941328731,0.7101449275362319,0.55986005
0.6212251941328731,0.7463768115942029,0.5592892
0.6238136324417601,0.7463768115942029,0.5589549
0.6238136324417601,0.7536231884057971,0.5585597
0.634167385677308,0.7536231884057971,0.55771834
0.634167385677308,0.7608695652173914,0.55769914
0.635030198446937,0.7608695652173914,0.5575598
0.635030198446937,0.7681159420289855,0.5574806
0.6419327006039689,0.7681159420289855,0.55690765
0.6419327006039689,0.7753623188405797,0.5568003
0.642795513373598,0.7753623188405797,0.556741
0.642795513373598,0.782608695652174,0.5563871
0.6453839516824849,0.782608695652174,0.5562372
0.6453839516824849,0.7898550724637681,0.5562331
0.6496980155306299,0.7898550724637681,0.5561014
0.6496980155306299,0.7971014492753623,0.55605745
0.6505608283002589,0.7971014492753623,0.55592126
0.6505608283002589,0.8043478260869565,0.5557719
0.6522864538395168,0.8043478260869565,0.5554759
0.6522864538395168,0.8188405797101449,0.5554459
0.6617773943054357,0.8188405797101449,0.554208
0.6617773943054357,0.8260869565217391,0.554136
0.6704055220017257,0.8260869565217391,0.55282575
0.6704055220017257,0.8333333333333334,0.55264693
0.6798964624676446,0.8333333333333334,0.5515523
0.6798964624676446,0.8405797101449275,0.55149263
0.6816220880069025,0.8405797101449275,0.55121064
0.6816220880069025,0.8478260869565217,0.5512085
0.6842105263157895,0.8478260869565217,0.55109257
0.6842105263157895,0.855072463768116,0.55100065
0.6937014667817084,0.855072463768116,0.54969627
0.6937014667817084,0.8623188405797102,0.5496881
0.6954270923209663,0.8623188405797102,0.5495272
0.6954270923209663,0.8695652173913043,0.5488979
0.6971527178602244,0.8695652173913043,0.5487259
0.6971527178602244,0.8768115942028986,0.54872066
0.7023295944779983,0.8768115942028986,0.54802203
0.7023295944779983,0.8840579710144928,0.54794216
0.7118205349439172,0.8840579710144928,0.5465235
0.7118205349439172,0.8913043478260869,0.54647326
0.7126833477135461,0.8913043478260869,0.54622453
0.7126833477135461,0.8985507246376812,0.54601556
0.7169974115616912,0.8985507246376812,0.54553014
0.7169974115616912,0.9057971014492754,0.5454677
0.7497842968075927,0.9057971014492754,0.54006124
0.7497842968075927,0.9130434782608695,0.54005986
0.7722174288179465,0.9130434782608695,0.53606266
0.7722174288179465,0.927536231884058,0.5356032
0.7894736842105263,0.927536231884058,0.53255725
0.7894736842105263,0.9347826086956522,0.5323725
0.8058671268334772,0.9347826086956522,0.53078634
0.8058671268334772,0.9420289855072463,0.5304955
0.816220880069025,0.9420289855072463,0.52917624
0.816220880069025,0.9565217391304348,0.5284989
0.8369283865401208,0.9565217391304348,0.52495295
0.8369283865401208,0.9637681159420289,0.5248911
0.8766177739430544,0.9637681159420289,0.5190015
0.8766177739430544,0.9710144927536232,0.51895636
0.905090595340811,0.9710144927536232,0.51475817
0.905090595340811,0.9782608695652174,0.51470643
0.9180327868852459,0.9782608695652174,0.5132283
0.9180327868852459,0.9855072463768116,0.5129941
0.9249352890422778,0.9855072463768116,0.51155585
0.9249352890422778,0.9927536231884058,0.51144654
0.9370146678170836,0.9927536231884058,0.50956327
0.9370146678170836,1.0,0.50931954
1.0,1.0,0.48579565
